"Account Number","Meter Number","Day","Hour of Day","Hourly Total","Daily Total","Unit of Measurement"
"0000 000 0000 0","0","07/09/2019","3:00 AM",0.243,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","4:00 AM",0.709,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","5:00 AM",0.283,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","6:00 AM",0.238,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","7:00 AM",0.227,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","8:00 AM",1.274,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","9:00 AM",1.997,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","10:00 AM",0.845,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","11:00 AM",1.515,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","12:00 PM",0.238,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","1:00 PM",0.227,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","2:00 PM",0.224,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","3:00 PM",0.223,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","4:00 PM",0.232,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","5:00 PM",0.232,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","6:00 PM",0.745,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","7:00 PM",2.32,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","8:00 PM",1.991,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","9:00 PM",4.942,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","10:00 PM",1.324,21.702,"kWh"
"0000 000 0000 0","0","07/09/2019","11:00 PM",0.233,21.702,"kWh"
"0000 000 0000 0","0","07/10/2019","12:00 AM",0.22,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","1:00 AM",0.219,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","2:00 AM",0.699,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","3:00 AM",0.23,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","4:00 AM",0.23,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","5:00 AM",0.227,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","6:00 AM",0.219,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","7:00 AM",0.224,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","8:00 AM",0.295,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","9:00 AM",0.66,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","10:00 AM",6.476,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","11:00 AM",2.215,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","12:00 PM",1.198,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","1:00 PM",0.304,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","2:00 PM",0.262,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","3:00 PM",0.886,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","4:00 PM",1.495,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","5:00 PM",1.143,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","6:00 PM",2.063,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","7:00 PM",5.103,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","8:00 PM",1.173,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","9:00 PM",5.591,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","10:00 PM",2.359,33.987,"kWh"
"0000 000 0000 0","0","07/10/2019","11:00 PM",0.496,33.987,"kWh"
"0000 000 0000 0","0","07/11/2019","12:00 AM",0.248,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","1:00 AM",0.23,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","2:00 AM",0.224,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","3:00 AM",0.655,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","4:00 AM",0.801,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","5:00 AM",0.233,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","6:00 AM",0.229,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","7:00 AM",0.833,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","8:00 AM",2.203,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","9:00 AM",1.597,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","10:00 AM",0.873,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","11:00 AM",0.243,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","12:00 PM",0.267,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","1:00 PM",5.284,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","2:00 PM",0.914,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","3:00 PM",1.638,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","4:00 PM",1.352,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","5:00 PM",3.692,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","6:00 PM",4.927,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","7:00 PM",2.946,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","8:00 PM",1.02,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","9:00 PM",2.609,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","10:00 PM",1.742,35.083,"kWh"
"0000 000 0000 0","0","07/11/2019","11:00 PM",0.323,35.083,"kWh"
"0000 000 0000 0","0","07/12/2019","12:00 AM",0.352,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","1:00 AM",0.279,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","2:00 AM",0.255,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","3:00 AM",0.254,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","4:00 AM",0.248,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","5:00 AM",0.251,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","6:00 AM",0.253,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","7:00 AM",1.295,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","8:00 AM",0.993,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","9:00 AM",3.696,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","10:00 AM",0.638,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","11:00 AM",1.307,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","12:00 PM",2.494,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","1:00 PM",3.667,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","2:00 PM",2.667,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","3:00 PM",3.635,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","4:00 PM",4.169,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","5:00 PM",1.899,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","6:00 PM",3.239,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","7:00 PM",1.873,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","8:00 PM",1.427,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","9:00 PM",1.033,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","10:00 PM",1.553,37.802,"kWh"
"0000 000 0000 0","0","07/12/2019","11:00 PM",0.325,37.802,"kWh"
"0000 000 0000 0","0","07/13/2019","12:00 AM",0.298,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","1:00 AM",0.26,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","2:00 AM",0.262,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","3:00 AM",0.259,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","4:00 AM",0.242,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","5:00 AM",0.243,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","6:00 AM",0.25,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","7:00 AM",0.263,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","8:00 AM",1.712,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","9:00 AM",1.875,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","10:00 AM",0.467,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","11:00 AM",2.859,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","12:00 PM",0.434,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","1:00 PM",0.241,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","2:00 PM",0.238,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","3:00 PM",1.542,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","4:00 PM",1.322,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","5:00 PM",1.252,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","6:00 PM",2.093,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","7:00 PM",1.601,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","8:00 PM",1.368,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","9:00 PM",0.899,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","10:00 PM",0.425,22.126,"kWh"
"0000 000 0000 0","0","07/13/2019","11:00 PM",1.721,22.126,"kWh"
"0000 000 0000 0","0","07/14/2019","12:00 AM",0.264,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","1:00 AM",0.248,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","2:00 AM",0.259,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","3:00 AM",0.303,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","4:00 AM",0.253,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","5:00 AM",0.291,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","6:00 AM",0.293,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","7:00 AM",0.265,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","8:00 AM",1.063,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","9:00 AM",3.66,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","10:00 AM",2.168,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","11:00 AM",0.372,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","12:00 PM",0.297,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","1:00 PM",0.308,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","2:00 PM",0.249,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","3:00 PM",0.245,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","4:00 PM",0.248,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","5:00 PM",2.162,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","6:00 PM",2.281,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","7:00 PM",1.741,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","8:00 PM",1.04,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","9:00 PM",2.375,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","10:00 PM",0.697,21.337,"kWh"
"0000 000 0000 0","0","07/14/2019","11:00 PM",0.255,21.337,"kWh"
"0000 000 0000 0","0","07/15/2019","12:00 AM",0.247,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","1:00 AM",0.24,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","2:00 AM",0.244,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","3:00 AM",0.471,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","4:00 AM",0.594,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","5:00 AM",0.252,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","6:00 AM",0.25,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","7:00 AM",0.385,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","8:00 AM",0.372,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","9:00 AM",0.369,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","10:00 AM",0.819,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","11:00 AM",0.298,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","12:00 PM",0.428,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","1:00 PM",0.536,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","2:00 PM",1.562,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","3:00 PM",0.905,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","4:00 PM",1.282,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","5:00 PM",1.826,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","6:00 PM",1.575,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","7:00 PM",1.615,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","8:00 PM",0.404,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","9:00 PM",1.02,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","10:00 PM",1.291,17.898,"kWh"
"0000 000 0000 0","0","07/15/2019","11:00 PM",0.913,17.898,"kWh"
"0000 000 0000 0","0","07/16/2019","12:00 AM",0.732,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","1:00 AM",0.251,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","2:00 AM",0.24,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","3:00 AM",0.243,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","4:00 AM",0.712,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","5:00 AM",0.267,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","6:00 AM",0.278,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","7:00 AM",2.476,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","8:00 AM",0.312,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","9:00 AM",0.315,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","10:00 AM",0.903,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","11:00 AM",0.484,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","12:00 PM",0.399,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","1:00 PM",0.921,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","2:00 PM",0.944,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","3:00 PM",0.394,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","4:00 PM",0.314,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","5:00 PM",0.315,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","6:00 PM",1.198,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","7:00 PM",0.37,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","8:00 PM",2.213,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","9:00 PM",2.006,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","10:00 PM",0.462,17.072,"kWh"
"0000 000 0000 0","0","07/16/2019","11:00 PM",0.323,17.072,"kWh"
"0000 000 0000 0","0","07/17/2019","12:00 AM",0.26,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","1:00 AM",0.249,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","2:00 AM",0.249,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","3:00 AM",0.246,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","4:00 AM",0.245,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","5:00 AM",0.241,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","6:00 AM",0.24,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","7:00 AM",0.773,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","8:00 AM",0.312,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","9:00 AM",0.792,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","10:00 AM",0.324,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","11:00 AM",0.342,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","12:00 PM",0.465,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","1:00 PM",2.926,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","2:00 PM",3.124,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","3:00 PM",2.277,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","4:00 PM",1.841,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","5:00 PM",2.941,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","6:00 PM",2.28,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","7:00 PM",3.484,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","8:00 PM",2.373,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","9:00 PM",1.793,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","10:00 PM",1.461,30.352,"kWh"
"0000 000 0000 0","0","07/17/2019","11:00 PM",1.114,30.352,"kWh"
"0000 000 0000 0","0","07/18/2019","12:00 AM",0.576,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","1:00 AM",0.57,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","2:00 AM",0.573,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","3:00 AM",0.567,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","4:00 AM",0.555,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","5:00 AM",0.563,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","6:00 AM",0.569,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","7:00 AM",0.616,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","8:00 AM",1.839,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","9:00 AM",0.728,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","10:00 AM",0.65,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","11:00 AM",0.711,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","12:00 PM",0.941,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","1:00 PM",0.58,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","2:00 PM",0.741,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","3:00 PM",0.689,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","4:00 PM",2.369,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","5:00 PM",2.4,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","6:00 PM",1.249,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","7:00 PM",2.9,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","8:00 PM",7.078,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","9:00 PM",1.625,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","10:00 PM",1.79,32.11,"kWh"
"0000 000 0000 0","0","07/18/2019","11:00 PM",1.231,32.11,"kWh"
"0000 000 0000 0","0","07/19/2019","12:00 AM",0.626,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","1:00 AM",0.627,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","2:00 AM",0.603,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","3:00 AM",0.579,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","4:00 AM",1.13,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","5:00 AM",0.576,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","6:00 AM",2.942,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","7:00 AM",1.15,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","8:00 AM",2.433,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","9:00 AM",1.354,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","10:00 AM",1.308,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","11:00 AM",0.793,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","12:00 PM",2.525,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","1:00 PM",1.19,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","2:00 PM",1.262,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","3:00 PM",1.48,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","4:00 PM",0.736,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","5:00 PM",1.294,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","6:00 PM",3.612,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","7:00 PM",3.612,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","8:00 PM",1.418,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","9:00 PM",2.435,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","10:00 PM",2.205,38.163,"kWh"
"0000 000 0000 0","0","07/19/2019","11:00 PM",2.273,38.163,"kWh"
"0000 000 0000 0","0","07/20/2019","12:00 AM",0.777,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","1:00 AM",1.603,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","2:00 AM",1.686,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","3:00 AM",0.625,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","4:00 AM",1.846,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","5:00 AM",0.822,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","6:00 AM",0.609,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","7:00 AM",1.479,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","8:00 AM",0.674,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","9:00 AM",1.149,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","10:00 AM",0.68,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","11:00 AM",0.788,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","12:00 PM",1.985,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","1:00 PM",0.756,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","2:00 PM",1.516,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","3:00 PM",1.473,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","4:00 PM",4.573,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","5:00 PM",2.283,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","6:00 PM",2.922,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","7:00 PM",2.015,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","8:00 PM",1.502,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","9:00 PM",1.536,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","10:00 PM",1.29,36.831,"kWh"
"0000 000 0000 0","0","07/20/2019","11:00 PM",2.242,36.831,"kWh"
"0000 000 0000 0","0","07/21/2019","12:00 AM",1.448,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","1:00 AM",0.69,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","2:00 AM",1.165,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","3:00 AM",1.33,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","4:00 AM",0.672,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","5:00 AM",0.609,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","6:00 AM",1.193,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","7:00 AM",0.65,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","8:00 AM",1.643,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","9:00 AM",0.657,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","10:00 AM",0.642,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","11:00 AM",0.608,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","12:00 PM",0.599,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","1:00 PM",0.599,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","2:00 PM",0.588,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","3:00 PM",0.597,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","4:00 PM",1.3,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","5:00 PM",0.675,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","6:00 PM",1.286,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","7:00 PM",1.847,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","8:00 PM",4.063,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","9:00 PM",2.383,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","10:00 PM",1.473,27.86,"kWh"
"0000 000 0000 0","0","07/21/2019","11:00 PM",1.143,27.86,"kWh"
"0000 000 0000 0","0","07/22/2019","12:00 AM",0.681,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","1:00 AM",0.606,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","2:00 AM",1.43,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","3:00 AM",0.628,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","4:00 AM",0.594,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","5:00 AM",0.847,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","6:00 AM",0.85,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","7:00 AM",0.918,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","8:00 AM",0.661,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","9:00 AM",1.304,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","10:00 AM",0.67,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","11:00 AM",0.665,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","12:00 PM",1.358,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","1:00 PM",0.643,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","2:00 PM",0.704,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","3:00 PM",1.247,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","4:00 PM",0.961,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","5:00 PM",0.654,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","6:00 PM",1.246,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","7:00 PM",2.028,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","8:00 PM",0.786,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","9:00 PM",0.65,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","10:00 PM",0.63,22.826,"kWh"
"0000 000 0000 0","0","07/22/2019","11:00 PM",2.065,22.826,"kWh"
"0000 000 0000 0","0","07/23/2019","12:00 AM",0.591,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","1:00 AM",0.582,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","2:00 AM",0.592,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","3:00 AM",0.592,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","4:00 AM",0.62,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","5:00 AM",0.637,24.347,"kWh"
"0000 000 0000 0","0","07/23/2019","6:00 AM",0.64,24.347,"kWh"
